
+-------+------------+------------+------------------------------------------------------------+-------------+--------------------+
| ISO-3 |   Script   |      Count | ISO Name                                                   | Epitran Key |       Status       |
|  kor  |  CYRILLIC  |          3 | Korean                                                     |     None    |     GAP (ByT5)     |
|  kur  |  CYRILLIC  |          3 | Kurdish                                                    |     None    |     GAP (ByT5)     |
|  lij  |  CYRILLIC  |          3 | Ligurian                                                   |     None    |     GAP (ByT5)     |
|  sun  |  CYRILLIC  |          3 | Sundanese                                                  |     None    |     GAP (ByT5)     |
|  uli  |  CYRILLIC  |          3 | Ulithian                                                   |     None    |     GAP (ByT5)     |
|  epo  | DEVANAGARI |          3 | Esperanto                                                  |     None    |     GAP (ByT5)     |
|  glg  | DEVANAGARI |          3 | Galician                                                   |     None    |     GAP (ByT5)     |
|  rmy  | DEVANAGARI |          3 | Vlax Romani                                                |     None    |     GAP (ByT5)     |
|  zho  | DEVANAGARI |          3 | Chinese                                                    |     None    |     GAP (ByT5)     |
|  aze  |  GEORGIAN  |          3 | Azerbaijani                                                |     None    |     GAP (ByT5)     |
|  slv  |  GEORGIAN  |          3 | Slovenian                                                  |     None    |     GAP (ByT5)     |
|  dan  |   GREEK    |          3 | Danish                                                     |     None    |     GAP (ByT5)     |
|  fao  |   GREEK    |          3 | Faroese                                                    |     None    |     GAP (ByT5)     |
|  ind  |   GREEK    |          3 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  lav  |   GREEK    |          3 | Latvian                                                    |     None    |     GAP (ByT5)     |
|  ukr  |   GREEK    |          3 | Ukrainian                                                  |     None    |     GAP (ByT5)     |
|  ara  |   HANGUL   |          3 | Arabic                                                     |     None    |     GAP (ByT5)     |
|  cat  |   HANGUL   |          3 | Catalan                                                    |     None    |     GAP (ByT5)     |
|  kau  |   HANGUL   |          3 | Kanuri                                                     |     None    |     GAP (ByT5)     |
|  nob  |   HANGUL   |          3 | Norwegian Bokmål                                           |     None    |     GAP (ByT5)     |
|  spa  |   HANGUL   |          3 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  bar  |   HEBREW   |          3 | Bavarian                                                   |     None    |     GAP (ByT5)     |
|  dan  |   HEBREW   |          3 | Danish                                                     |     None    |     GAP (ByT5)     |
|  pol  |   HEBREW   |          3 | Polish                                                     |     None    |     GAP (ByT5)     |
|  rus  |   HEBREW   |          3 | Russian                                                    |     None    |     GAP (ByT5)     |
|  eng  |  KANNADA   |          3 | English                                                    |     None    |     GAP (ByT5)     |
|  deu  |  KATAKANA  |          3 | German                                                     |     None    |     GAP (ByT5)     |
|  spa  |  KATAKANA  |          3 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  yue  |  KATAKANA  |          3 | Yue Chinese                                                |     None    |     GAP (ByT5)     |
|  akl  |   LATIN    |          3 | Aklanon                                                    |     None    |     GAP (ByT5)     |
|  cmn  |   LATIN    |          3 | Mandarin Chinese                                           |   cmn-Latn  |      EPITRAN       |
|  cop  |   LATIN    |          3 | Coptic                                                     |     None    |     GAP (ByT5)     |
|  den  |   LATIN    |          3 | Slave (Athapascan)                                         |     None    |     GAP (ByT5)     |
|  enm  |   LATIN    |          3 | Middle English (1100-1500)                                 |     None    |     GAP (ByT5)     |
|  gcf  |   LATIN    |          3 | Guadeloupean Creole French                                 |     None    |     GAP (ByT5)     |
|  gos  |   LATIN    |          3 | Gronings                                                   |     None    |     GAP (ByT5)     |
|  hit  |   LATIN    |          3 | Hittite                                                    |     None    |     GAP (ByT5)     |
|  prk  |   LATIN    |          3 | Parauk                                                     |     None    |     GAP (ByT5)     |
|  sgd  |   LATIN    |          3 | Surigaonon                                                 |     None    |     GAP (ByT5)     |
|  sux  |   LATIN    |          3 | Sumerian                                                   |     None    |     GAP (ByT5)     |
|  syc  |   LATIN    |          3 | Classical Syriac                                           |     None    |     GAP (ByT5)     |
|  syl  |   LATIN    |          3 | Sylheti                                                    |     None    |     GAP (ByT5)     |
|  tkl  |   LATIN    |          3 | Tokelau                                                    |     None    |     GAP (ByT5)     |
|  tsg  |   LATIN    |          3 | Tausug                                                     |     None    |     GAP (ByT5)     |
|  yrl  |   LATIN    |          3 | Nhengatu                                                   |     None    |     GAP (ByT5)     |
|  zza  |   LATIN    |          3 | Zaza                                                       |     None    |     GAP (ByT5)     |
|  aeb  |   OTHER    |          3 | Tunisian Arabic                                            |     None    |     GAP (ByT5)     |
|  ary  |   OTHER    |          3 | Moroccan Arabic                                            |     None    |     GAP (ByT5)     |
|  aze  |   OTHER    |          3 | Azerbaijani                                                |     None    |     GAP (ByT5)     |
|  bak  |   OTHER    |          3 | Bashkir                                                    |     None    |     GAP (ByT5)     |
|  bam  |   OTHER    |          3 | Bambara                                                    |     None    |     GAP (ByT5)     |
|  bul  |   OTHER    |          3 | Bulgarian                                                  |     None    |     GAP (ByT5)     |
|  ckb  |   OTHER    |          3 | Central Kurdish                                            |     None    |     GAP (ByT5)     |
|  frc  |   OTHER    |          3 | Cajun French                                               |     None    |     GAP (ByT5)     |
|  frp  |   OTHER    |          3 | Arpitan                                                    |     None    |     GAP (ByT5)     |
|  grc  |   OTHER    |          3 | Ancient Greek (to 1453)                                    |     None    |     GAP (ByT5)     |
|  kur  |   OTHER    |          3 | Kurdish                                                    |     None    |     GAP (ByT5)     |
|  lim  |   OTHER    |          3 | Limburgan                                                  |     None    |     GAP (ByT5)     |
|  mzn  |   OTHER    |          3 | Mazanderani                                                |     None    |     GAP (ByT5)     |
|  nan  |   OTHER    |          3 | Min Nan Chinese                                            |     None    |     GAP (ByT5)     |
|  pcd  |   OTHER    |          3 | Picard                                                     |     None    |     GAP (ByT5)     |
|  urd  |   OTHER    |          3 | Urdu                                                       |     None    |     GAP (ByT5)     |
|  vls  |   OTHER    |          3 | Vlaams                                                     |     None    |     GAP (ByT5)     |
|  mul  |   TAMIL    |          3 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  wuu  |    THAI    |          3 | Wu Chinese                                                 |     None    |     GAP (ByT5)     |
|  ang  |   ARABIC   |          2 | Old English (ca. 450-1100)                                 |     None    |     GAP (ByT5)     |
|  ast  |   ARABIC   |          2 | Asturian                                                   |     None    |     GAP (ByT5)     |
|  ava  |   ARABIC   |          2 | Avaric                                                     |     None    |     GAP (ByT5)     |
|  bos  |   ARABIC   |          2 | Bosnian                                                    |     None    |     GAP (ByT5)     |
|  bqi  |   ARABIC   |          2 | Bakhtiari                                                  |     None    |     GAP (ByT5)     |
|  djw  |   ARABIC   |          2 | Djawi                                                      |     None    |     GAP (ByT5)     |
|  hye  |   ARABIC   |          2 | Armenian                                                   |     None    |     GAP (ByT5)     |
|  oci  |   ARABIC   |          2 | Occitan (post 1500)                                        |     None    |     GAP (ByT5)     |
|  scl  |   ARABIC   |          2 | Shina                                                      |     None    |     GAP (ByT5)     |
|  sun  |   ARABIC   |          2 | Sundanese                                                  |     None    |     GAP (ByT5)     |
|  tuk  |   ARABIC   |          2 | Turkmen                                                    |     None    |     GAP (ByT5)     |
|  amh  |  ARMENIAN  |          2 | Amharic                                                    |     None    |     GAP (ByT5)     |
|  ara  |  ARMENIAN  |          2 | Arabic                                                     |     None    |     GAP (ByT5)     |
|  ast  |  ARMENIAN  |          2 | Asturian                                                   |     None    |     GAP (ByT5)     |
|  cat  |  ARMENIAN  |          2 | Catalan                                                    |     None    |     GAP (ByT5)     |
|  hrv  |  ARMENIAN  |          2 | Croatian                                                   |     None    |     GAP (ByT5)     |
|  hun  |  ARMENIAN  |          2 | Hungarian                                                  |     None    |     GAP (ByT5)     |
|  ina  |  ARMENIAN  |          2 | Interlingua (International Auxiliary Language Association) |     None    |     GAP (ByT5)     |
|  nld  |  ARMENIAN  |          2 | Dutch                                                      |     None    |     GAP (ByT5)     |
|  slv  |  ARMENIAN  |          2 | Slovenian                                                  |     None    |     GAP (ByT5)     |
|  yue  |  ARMENIAN  |          2 | Yue Chinese                                                |     None    |     GAP (ByT5)     |
|  bgd  |  BENGALI   |          2 | Rathwi Bareli                                              |     None    |     GAP (ByT5)     |
|  deu  |  BENGALI   |          2 | German                                                     |     None    |     GAP (ByT5)     |
|  fra  |  BENGALI   |          2 | French                                                     |     None    |     GAP (ByT5)     |
|  mya  |  BENGALI   |          2 | Burmese                                                    |     None    |     GAP (ByT5)     |
|  hau  |    CJK     |          2 | Hausa                                                      |     None    |     GAP (ByT5)     |
|  ibo  |    CJK     |          2 | Igbo                                                       |     None    |     GAP (ByT5)     |
|  lav  |    CJK     |          2 | Latvian                                                    |     None    |     GAP (ByT5)     |
|  sco  |    CJK     |          2 | Scots                                                      |     None    |     GAP (ByT5)     |
|  trv  |    CJK     |          2 | Sediq                                                      |     None    |     GAP (ByT5)     |
|  twi  |    CJK     |          2 | Twi                                                        |     None    |     GAP (ByT5)     |
|  ast  |  CYRILLIC  |          2 | Asturian                                                   |     None    |     GAP (ByT5)     |
|  bar  |  CYRILLIC  |          2 | Bavarian                                                   |     None    |     GAP (ByT5)     |
|  bej  |  CYRILLIC  |          2 | Beja                                                       |     None    |     GAP (ByT5)     |
|  ben  |  CYRILLIC  |          2 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  evn  |  CYRILLIC  |          2 | Evenki                                                     |     None    |     GAP (ByT5)     |
|  gle  |  CYRILLIC  |          2 | Irish                                                      |     None    |     GAP (ByT5)     |
|  ido  |  CYRILLIC  |          2 | Ido                                                        |     None    |     GAP (ByT5)     |
|  ile  |  CYRILLIC  |          2 | Interlingue                                                |     None    |     GAP (ByT5)     |
|  ina  |  CYRILLIC  |          2 | Interlingua (International Auxiliary Language Association) |     None    |     GAP (ByT5)     |
|  lit  |  CYRILLIC  |          2 | Lithuanian                                                 |     None    |     GAP (ByT5)     |
|  lzh  |  CYRILLIC  |          2 | Literary Chinese                                           |     None    |     GAP (ByT5)     |
|  msa  |  CYRILLIC  |          2 | Malay (macrolanguage)                                      |     None    |     GAP (ByT5)     |
|  nds  |  CYRILLIC  |          2 | Low German                                                 |     None    |     GAP (ByT5)     |
|  nog  |  CYRILLIC  |          2 | Nogai                                                      |     None    |     GAP (ByT5)     |
|  san  |  CYRILLIC  |          2 | Sanskrit                                                   |     None    |     GAP (ByT5)     |
|  scn  |  CYRILLIC  |          2 | Sicilian                                                   |     None    |     GAP (ByT5)     |
|  sme  |  CYRILLIC  |          2 | Northern Sami                                              |     None    |     GAP (ByT5)     |
|  tha  |  CYRILLIC  |          2 | Thai                                                       |     None    |     GAP (ByT5)     |
|  wuu  |  CYRILLIC  |          2 | Wu Chinese                                                 |     None    |     GAP (ByT5)     |
|  ckb  | DEVANAGARI |          2 | Central Kurdish                                            |     None    |     GAP (ByT5)     |
|  ind  | DEVANAGARI |          2 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  kok  | DEVANAGARI |          2 | Konkani (macrolanguage)                                    |     None    |     GAP (ByT5)     |
|  mul  | DEVANAGARI |          2 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  nld  | DEVANAGARI |          2 | Dutch                                                      |     None    |     GAP (ByT5)     |
|  ori  | DEVANAGARI |          2 | Oriya (macrolanguage)                                      |     None    |     GAP (ByT5)     |
|  pol  | DEVANAGARI |          2 | Polish                                                     |     None    |     GAP (ByT5)     |
|  ron  | DEVANAGARI |          2 | Romanian                                                   |     None    |     GAP (ByT5)     |
|  dty  |  GEORGIAN  |          2 | Dotyali                                                    |     None    |     GAP (ByT5)     |
|  ind  |  GEORGIAN  |          2 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  nno  |  GEORGIAN  |          2 | Norwegian Nynorsk                                          |     None    |     GAP (ByT5)     |
|  pol  |  GEORGIAN  |          2 | Polish                                                     |     None    |     GAP (ByT5)     |
|  sco  |  GEORGIAN  |          2 | Scots                                                      |     None    |     GAP (ByT5)     |
|  ara  |   GREEK    |          2 | Arabic                                                     |     None    |     GAP (ByT5)     |
|  bar  |   GREEK    |          2 | Bavarian                                                   |     None    |     GAP (ByT5)     |
|  ben  |   GREEK    |          2 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  bul  |   GREEK    |          2 | Bulgarian                                                  |     None    |     GAP (ByT5)     |
|  fas  |   GREEK    |          2 | Persian                                                    |     None    |     GAP (ByT5)     |
|  heb  |   GREEK    |          2 | Hebrew                                                     |     None    |     GAP (ByT5)     |
|  hrv  |   GREEK    |          2 | Croatian                                                   |     None    |     GAP (ByT5)     |
|  jpn  |   GREEK    |          2 | Japanese                                                   |     None    |     GAP (ByT5)     |
|  lat  |   GREEK    |          2 | Latin                                                      |     None    |     GAP (ByT5)     |
|  nob  |   GREEK    |          2 | Norwegian Bokmål                                           |     None    |     GAP (ByT5)     |
|  slk  |   GREEK    |          2 | Slovak                                                     |     None    |     GAP (ByT5)     |
|  hin  |  GUJARATI  |          2 | Hindi                                                      |     None    |     GAP (ByT5)     |
|  mkd  |  GUJARATI  |          2 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  ben  |   HANGUL   |          2 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  ind  |   HANGUL   |          2 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  yue  |   HANGUL   |          2 | Yue Chinese                                                |     None    |     GAP (ByT5)     |
|  ben  |   HEBREW   |          2 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  efi  |   HEBREW   |          2 | Efik                                                       |     None    |     GAP (ByT5)     |
|  glg  |   HEBREW   |          2 | Galician                                                   |     None    |     GAP (ByT5)     |
|  lav  |   HEBREW   |          2 | Latvian                                                    |     None    |     GAP (ByT5)     |
|  swe  |   HEBREW   |          2 | Swedish                                                    |     None    |     GAP (ByT5)     |
|  tur  |   HEBREW   |          2 | Turkish                                                    |     None    |     GAP (ByT5)     |
|  uzb  |   HEBREW   |          2 | Uzbek                                                      |     None    |     GAP (ByT5)     |
|  deu  |  HIRAGANA  |          2 | German                                                     |     None    |     GAP (ByT5)     |
|  ind  |  HIRAGANA  |          2 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  deu  |  KANNADA   |          2 | German                                                     |     None    |     GAP (ByT5)     |
|  spa  |  KANNADA   |          2 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  ita  |  KATAKANA  |          2 | Italian                                                    |     None    |     GAP (ByT5)     |
|  por  |  KATAKANA  |          2 | Portuguese                                                 |     None    |     GAP (ByT5)     |
|  tgl  |  KATAKANA  |          2 | Tagalog                                                    |     None    |     GAP (ByT5)     |
|  agq  |   LATIN    |          2 | Aghem                                                      |     None    |     GAP (ByT5)     |
|  aii  |   LATIN    |          2 | Assyrian Neo-Aramaic                                       |     None    |     GAP (ByT5)     |
|  apc  |   LATIN    |          2 | North Levantine Arabic                                     |     None    |     GAP (ByT5)     |
|  blk  |   LATIN    |          2 | Pa'o Karen                                                 |     None    |     GAP (ByT5)     |
|  bth  |   LATIN    |          2 | Biatah Bidayuh                                             |     None    |     GAP (ByT5)     |
|  btw  |   LATIN    |          2 | Butuanon                                                   |     None    |     GAP (ByT5)     |
|  bua  |   LATIN    |          2 | Buriat                                                     |     None    |     GAP (ByT5)     |
|  chp  |   LATIN    |          2 | Chipewyan                                                  |     None    |     GAP (ByT5)     |
|  cnr  |   LATIN    |          2 | Montenegrin                                                |     None    |     GAP (ByT5)     |
|  crs  |   LATIN    |          2 | Seselwa Creole French                                      |     None    |     GAP (ByT5)     |
|  cuk  |   LATIN    |          2 | San Blas Kuna                                              |     None    |     GAP (ByT5)     |
|  dgr  |   LATIN    |          2 | Dogrib                                                     |     None    |     GAP (ByT5)     |
|  dlm  |   LATIN    |          2 | Dalmatian                                                  |     None    |     GAP (ByT5)     |
|  efi  |   LATIN    |          2 | Efik                                                       |     None    |     GAP (ByT5)     |
|  gil  |   LATIN    |          2 | Gilbertese                                                 |     None    |     GAP (ByT5)     |
|  gwi  |   LATIN    |          2 | Gwichʼin                                                   |     None    |     GAP (ByT5)     |
|  gym  |   LATIN    |          2 | Ngäbere                                                    |     None    |     GAP (ByT5)     |
|  hay  |   LATIN    |          2 | Haya                                                       |     None    |     GAP (ByT5)     |
|  ist  |   LATIN    |          2 | Istriot                                                    |     None    |     GAP (ByT5)     |
|  koy  |   LATIN    |          2 | Koyukon                                                    |     None    |     GAP (ByT5)     |
|  kxd  |   LATIN    |          2 | Brunei                                                     |     None    |     GAP (ByT5)     |
|  lng  |   LATIN    |          2 | Langobardic                                                |     None    |     GAP (ByT5)     |
|  lui  |   LATIN    |          2 | Luiseno                                                    |     None    |     GAP (ByT5)     |
|  mas  |   LATIN    |          2 | Masai                                                      |     None    |     GAP (ByT5)     |
|  mic  |   LATIN    |          2 | Mi'kmaq                                                    |     None    |     GAP (ByT5)     |
|  msb  |   LATIN    |          2 | Masbatenyo                                                 |     None    |     GAP (ByT5)     |
|  nyn  |   LATIN    |          2 | Nyankole                                                   |     None    |     GAP (ByT5)     |
|  onj  |   LATIN    |          2 | Onjob                                                      |     None    |     GAP (ByT5)     |
|  otk  |   LATIN    |          2 | Old Turkish                                                |     None    |     GAP (ByT5)     |
|  pcc  |   LATIN    |          2 | Bouyei                                                     |     None    |     GAP (ByT5)     |
|  pmm  |   LATIN    |          2 | Pomo                                                       |     None    |     GAP (ByT5)     |
|  prs  |   LATIN    |          2 | Dari                                                       |     None    |     GAP (ByT5)     |
|  skr  |   LATIN    |          2 | Saraiki                                                    |     None    |     GAP (ByT5)     |
|  smg  |   LATIN    |          2 | Simbali                                                    |     None    |     GAP (ByT5)     |
|  sne  |   LATIN    |          2 | Bau Bidayuh                                                |     None    |     GAP (ByT5)     |
|  ssb  |   LATIN    |          2 | Southern Sama                                              |     None    |     GAP (ByT5)     |
|  sty  |   LATIN    |          2 | Siberian Tatar                                             |     None    |     GAP (ByT5)     |
|  sxu  |   LATIN    |          2 | Upper Saxon                                                |     None    |     GAP (ByT5)     |
|  syr  |   LATIN    |          2 | Syriac                                                     |     None    |     GAP (ByT5)     |
|  tlg  |   LATIN    |          2 | Tofanma                                                    |     None    |     GAP (ByT5)     |
|  ulk  |   LATIN    |          2 | Meriam Mir                                                 |     None    |     GAP (ByT5)     |
|  wym  |   LATIN    |          2 | Wymysorys                                                  |     None    |     GAP (ByT5)     |
|  xpu  |   LATIN    |          2 | Punic                                                      |     None    |     GAP (ByT5)     |
|  zag  |   LATIN    |          2 | Zaghawa                                                    |     None    |     GAP (ByT5)     |
|  zap  |   LATIN    |          2 | Zapotec                                                    |     None    |     GAP (ByT5)     |
|  ben  | MALAYALAM  |          2 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  abk  |   OTHER    |          2 | Abkhazian                                                  |     None    |     GAP (ByT5)     |
|  alt  |   OTHER    |          2 | Southern Altai                                             |     None    |     GAP (ByT5)     |
|  arg  |   OTHER    |          2 | Aragonese                                                  |     None    |     GAP (ByT5)     |
|  arq  |   OTHER    |          2 | Algerian Arabic                                            |     None    |     GAP (ByT5)     |
|  atj  |   OTHER    |          2 | Atikamekw                                                  |     None    |     GAP (ByT5)     |
|  ava  |   OTHER    |          2 | Avaric                                                     |     None    |     GAP (ByT5)     |
|  azb  |   OTHER    |          2 | South Azerbaijani                                          |     None    |     GAP (ByT5)     |
|  bbc  |   OTHER    |          2 | Batak Toba                                                 |     None    |     GAP (ByT5)     |
|  bxr  |   OTHER    |          2 | Russia Buriat                                              |     None    |     GAP (ByT5)     |
|  cdo  |   OTHER    |          2 | Min Dong Chinese                                           |     None    |     GAP (ByT5)     |
|  ceb  |   OTHER    |          2 | Cebuano                                                    |     None    |     GAP (ByT5)     |
|  dag  |   OTHER    |          2 | Dagbani                                                    |     None    |     GAP (ByT5)     |
|  dtp  |   OTHER    |          2 | Kadazan Dusun                                              |     None    |     GAP (ByT5)     |
|  fur  |   OTHER    |          2 | Friulian                                                   |     None    |     GAP (ByT5)     |
|  gla  |   OTHER    |          2 | Scottish Gaelic                                            |     None    |     GAP (ByT5)     |
|  hau  |   OTHER    |          2 | Hausa                                                      |     None    |     GAP (ByT5)     |
|  hbs  |   OTHER    |          2 | Serbo-Croatian                                             |     None    |     GAP (ByT5)     |
|  lat  |   OTHER    |          2 | Latin                                                      |     None    |     GAP (ByT5)     |
|  lij  |   OTHER    |          2 | Ligurian                                                   |     None    |     GAP (ByT5)     |
|  lmo  |   OTHER    |          2 | Lombard                                                    |     None    |     GAP (ByT5)     |
|  mad  |   OTHER    |          2 | Madurese                                                   |     None    |     GAP (ByT5)     |
|  mar  |   OTHER    |          2 | Marathi                                                    |     None    |     GAP (ByT5)     |
|  mlg  |   OTHER    |          2 | Malagasy                                                   |     None    |     GAP (ByT5)     |
|  mlt  |   OTHER    |          2 | Maltese                                                    |     None    |     GAP (ByT5)     |
|  mwl  |   OTHER    |          2 | Mirandese                                                  |     None    |     GAP (ByT5)     |
|  nap  |   OTHER    |          2 | Neapolitan                                                 |     None    |     GAP (ByT5)     |
|  nno  |   OTHER    |          2 | Norwegian Nynorsk                                          |     None    |     GAP (ByT5)     |
|  pms  |   OTHER    |          2 | Piemontese                                                 |     None    |     GAP (ByT5)     |
|  roh  |   OTHER    |          2 | Romansh                                                    |     None    |     GAP (ByT5)     |
|  sei  |   OTHER    |          2 | Seri                                                       |     None    |     GAP (ByT5)     |
|  srd  |   OTHER    |          2 | Sardinian                                                  |     None    |     GAP (ByT5)     |
|  szl  |   OTHER    |          2 | Silesian                                                   |     None    |     GAP (ByT5)     |
|  tgl  |   OTHER    |          2 | Tagalog                                                    |     None    |     GAP (ByT5)     |
|  fra  |   TAMIL    |          2 | French                                                     |     None    |     GAP (ByT5)     |
|  mal  |   TAMIL    |          2 | Malayalam                                                  |     None    |     GAP (ByT5)     |
|  nno  |   TAMIL    |          2 | Norwegian Nynorsk                                          |     None    |     GAP (ByT5)     |
|  yue  |   TAMIL    |          2 | Yue Chinese                                                |     None    |     GAP (ByT5)     |
|  nld  |   TELUGU   |          2 | Dutch                                                      |     None    |     GAP (ByT5)     |
|  spa  |   TELUGU   |          2 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  zho  |   TELUGU   |          2 | Chinese                                                    |     None    |     GAP (ByT5)     |
|  hin  |    THAI    |          2 | Hindi                                                      |     None    |     GAP (ByT5)     |
|  lao  |    THAI    |          2 | Lao                                                        |     None    |     GAP (ByT5)     |
|  lat  |    THAI    |          2 | Latin                                                      |     None    |     GAP (ByT5)     |
|  nan  |    THAI    |          2 | Min Nan Chinese                                            |     None    |     GAP (ByT5)     |
|  afb  |   ARABIC   |          1 | Gulf Arabic                                                |     None    |     GAP (ByT5)     |
|  afr  |   ARABIC   |          1 | Afrikaans                                                  |     None    |     GAP (ByT5)     |
|  arg  |   ARABIC   |          1 | Aragonese                                                  |     None    |     GAP (ByT5)     |
|  bft  |   ARABIC   |          1 | Balti                                                      |     None    |     GAP (ByT5)     |
|  bsk  |   ARABIC   |          1 | Burushaski                                                 |     None    |     GAP (ByT5)     |
|  bul  |   ARABIC   |          1 | Bulgarian                                                  |     None    |     GAP (ByT5)     |
|  ceb  |   ARABIC   |          1 | Cebuano                                                    |     None    |     GAP (ByT5)     |
|  che  |   ARABIC   |          1 | Chechen                                                    |     None    |     GAP (ByT5)     |
|  cym  |   ARABIC   |          1 | Welsh                                                      |     None    |     GAP (ByT5)     |
|  div  |   ARABIC   |          1 | Dhivehi                                                    |     None    |     GAP (ByT5)     |
|  dzo  |   ARABIC   |          1 | Dzongkha                                                   |     None    |     GAP (ByT5)     |
|  ell  |   ARABIC   |          1 | Modern Greek (1453-)                                       |     None    |     GAP (ByT5)     |
|  est  |   ARABIC   |          1 | Estonian                                                   |     None    |     GAP (ByT5)     |
|  eus  |   ARABIC   |          1 | Basque                                                     |     None    |     GAP (ByT5)     |
|  fil  |   ARABIC   |          1 | Filipino                                                   |     None    |     GAP (ByT5)     |
|  fin  |   ARABIC   |          1 | Finnish                                                    |     None    |     GAP (ByT5)     |
|  gla  |   ARABIC   |          1 | Scottish Gaelic                                            |     None    |     GAP (ByT5)     |
|  gle  |   ARABIC   |          1 | Irish                                                      |     None    |     GAP (ByT5)     |
|  grc  |   ARABIC   |          1 | Ancient Greek (to 1453)                                    |     None    |     GAP (ByT5)     |
|  hau  |   ARABIC   |          1 | Hausa                                                      |     None    |     GAP (ByT5)     |
|  hrv  |   ARABIC   |          1 | Croatian                                                   |     None    |     GAP (ByT5)     |
|  jav  |   ARABIC   |          1 | Javanese                                                   |     None    |     GAP (ByT5)     |
|  kab  |   ARABIC   |          1 | Kabyle                                                     |     None    |     GAP (ByT5)     |
|  kcg  |   ARABIC   |          1 | Tyap                                                       |     None    |     GAP (ByT5)     |
|  kik  |   ARABIC   |          1 | Kikuyu                                                     |     None    |     GAP (ByT5)     |
|  kor  |   ARABIC   |          1 | Korean                                                     |     None    |     GAP (ByT5)     |
|  lat  |   ARABIC   |          1 | Latin                                                      |     None    |     GAP (ByT5)     |
|  mal  |   ARABIC   |          1 | Malayalam                                                  |     None    |     GAP (ByT5)     |
|  min  |   ARABIC   |          1 | Minangkabau                                                |     None    |     GAP (ByT5)     |
|  mos  |   ARABIC   |          1 | Mossi                                                      |     None    |     GAP (ByT5)     |
|  nqo  |   ARABIC   |          1 | N'Ko                                                       |     None    |     GAP (ByT5)     |
|  omn  |   ARABIC   |          1 | Minoan                                                     |     None    |     GAP (ByT5)     |
|  san  |   ARABIC   |          1 | Sanskrit                                                   |     None    |     GAP (ByT5)     |
|  tat  |   ARABIC   |          1 | Tatar                                                      |     None    |     GAP (ByT5)     |
|  tha  |   ARABIC   |          1 | Thai                                                       |     None    |     GAP (ByT5)     |
|  tmh  |   ARABIC   |          1 | Tamashek                                                   |     None    |     GAP (ByT5)     |
|  vie  |   ARABIC   |          1 | Vietnamese                                                 |     None    |     GAP (ByT5)     |
|  wbl  |   ARABIC   |          1 | Wakhi                                                      |     None    |     GAP (ByT5)     |
|  aii  |  ARMENIAN  |          1 | Assyrian Neo-Aramaic                                       |     None    |     GAP (ByT5)     |
|  dan  |  ARMENIAN  |          1 | Danish                                                     |     None    |     GAP (ByT5)     |
|  glg  |  ARMENIAN  |          1 | Galician                                                   |     None    |     GAP (ByT5)     |
|  ind  |  ARMENIAN  |          1 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  jpn  |  ARMENIAN  |          1 | Japanese                                                   |     None    |     GAP (ByT5)     |
|  lav  |  ARMENIAN  |          1 | Latvian                                                    |     None    |     GAP (ByT5)     |
|  nob  |  ARMENIAN  |          1 | Norwegian Bokmål                                           |     None    |     GAP (ByT5)     |
|  por  |  ARMENIAN  |          1 | Portuguese                                                 |     None    |     GAP (ByT5)     |
|  sag  |  ARMENIAN  |          1 | Sango                                                      |     None    |     GAP (ByT5)     |
|  spa  |  ARMENIAN  |          1 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  bel  |  BENGALI   |          1 | Belarusian                                                 |     None    |     GAP (ByT5)     |
|  bod  |  BENGALI   |          1 | Tibetan                                                    |     None    |     GAP (ByT5)     |
|  bpi  |  BENGALI   |          1 | Bagupi                                                     |     None    |     GAP (ByT5)     |
|  bul  |  BENGALI   |          1 | Bulgarian                                                  |     None    |     GAP (ByT5)     |
|  cat  |  BENGALI   |          1 | Catalan                                                    |     None    |     GAP (ByT5)     |
|  epo  |  BENGALI   |          1 | Esperanto                                                  |     None    |     GAP (ByT5)     |
|  ori  |  BENGALI   |          1 | Oriya (macrolanguage)                                      |     None    |     GAP (ByT5)     |
|  tel  |  BENGALI   |          1 | Telugu                                                     |     None    |     GAP (ByT5)     |
|  tha  |  BENGALI   |          1 | Thai                                                       |     None    |     GAP (ByT5)     |
|  tur  |  BENGALI   |          1 | Turkish                                                    |     None    |     GAP (ByT5)     |
|  urd  |  BENGALI   |          1 | Urdu                                                       |     None    |     GAP (ByT5)     |
|  ast  |    CJK     |          1 | Asturian                                                   |     None    |     GAP (ByT5)     |
