
+-------+------------+------------+------------------------------------------------------------+-------------+--------------------+
| ISO-3 |   Script   |      Count | ISO Name                                                   | Epitran Key |       Status       |
|  arq  |   ARABIC   |        390 | Algerian Arabic                                            |     None    |     GAP (ByT5)     |
|  iii  |   OTHER    |        389 | Sichuan Yi                                                 |     None    |     GAP (ByT5)     |
|  rif  |   LATIN    |        386 | Tarifit                                                    |     None    |     GAP (ByT5)     |
|  eng  |   ARABIC   |        385 | English                                                    |     None    |     GAP (ByT5)     |
|  ces  |  CYRILLIC  |        383 | Czech                                                      |     None    |     GAP (ByT5)     |
|  lbe  |  CYRILLIC  |        380 | Lak                                                        |     None    |     GAP (ByT5)     |
|  mnc  |   OTHER    |        380 | Manchu                                                     |     None    |     GAP (ByT5)     |
|  loz  |   LATIN    |        379 | Lozi                                                       |     None    |     GAP (ByT5)     |
|  lus  |   LATIN    |        377 | Lushai                                                     |     None    |     GAP (ByT5)     |
|  lzz  |   LATIN    |        376 | Laz                                                        |     None    |     GAP (ByT5)     |
|  tru  |   LATIN    |        376 | Turoyo                                                     |     None    |     GAP (ByT5)     |
|  gur  |   LATIN    |        374 | Farefare                                                   |     None    |     GAP (ByT5)     |
|  ori  |   LATIN    |        370 | Oriya (macrolanguage)                                      |     None    |     GAP (ByT5)     |
|  eng  |    CJK     |        367 | English                                                    |     None    |     GAP (ByT5)     |
|  rar  |   LATIN    |        366 | Rarotongan                                                 |     None    |     GAP (ByT5)     |
|  ady  |  CYRILLIC  |        362 | Adyghe                                                     |     None    |     GAP (ByT5)     |
|  gom  | DEVANAGARI |        359 | Goan Konkani                                               |     None    |     GAP (ByT5)     |
|  tcy  |  KANNADA   |        356 | Tulu                                                       |     None    |     GAP (ByT5)     |
|  tyv  |  CYRILLIC  |        355 | Tuvinian                                                   |     None    |     GAP (ByT5)     |
|  kbd  |   LATIN    |        346 | Kabardian                                                  |     None    |     GAP (ByT5)     |
|  spa  |   GREEK    |        339 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  btm  |   LATIN    |        335 | Batak Mandailing                                           |     None    |     GAP (ByT5)     |
|  chr  |   OTHER    |        335 | Cherokee                                                   |     None    |     GAP (ByT5)     |
|  pli  |   LATIN    |        329 | Pali                                                       |     None    |     GAP (ByT5)     |
|  osx  |   LATIN    |        323 | Old Saxon                                                  |     None    |     GAP (ByT5)     |
|  ory  |   OTHER    |        304 | Odia                                                       |     None    |     GAP (ByT5)     |
|  gaa  |   LATIN    |        301 | Ga                                                         |     None    |     GAP (ByT5)     |
|  kus  |   LATIN    |        297 | Kusaal                                                     |     None    |     GAP (ByT5)     |
|  fra  | DEVANAGARI |        289 | French                                                     |     None    |     GAP (ByT5)     |
|  aeb  |   ARABIC   |        284 | Tunisian Arabic                                            |     None    |     GAP (ByT5)     |
|  mag  | DEVANAGARI |        279 | Magahi                                                     |     None    |     GAP (ByT5)     |
|  niu  |   LATIN    |        273 | Niuean                                                     |     None    |     GAP (ByT5)     |
|  hrx  |   LATIN    |        267 | Hunsrik                                                    |     None    |     GAP (ByT5)     |
|  trv  |   LATIN    |        266 | Sediq                                                      |     None    |     GAP (ByT5)     |
|  eng  |   GREEK    |        261 | English                                                    |     None    |     GAP (ByT5)     |
|  aeb  |   LATIN    |        260 | Tunisian Arabic                                            |     None    |     GAP (ByT5)     |
|  myv  |   LATIN    |        260 | Erzya                                                      |     None    |     GAP (ByT5)     |
|  wuu  |   LATIN    |        254 | Wu Chinese                                                 |   wuu-Latn  |      EPITRAN       |
|  chu  |   LATIN    |        247 | Church Slavic                                              |     None    |     GAP (ByT5)     |
|  srp  |    CJK     |        243 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  sin  |   LATIN    |        236 | Sinhala                                                    |     None    |     GAP (ByT5)     |
|  din  |   LATIN    |        231 | Dinka                                                      |     None    |     GAP (ByT5)     |
|  jbn  |   LATIN    |        230 | Nafusi                                                     |     None    |     GAP (ByT5)     |
|  ann  |   LATIN    |        229 | Obolo                                                      |     None    |     GAP (ByT5)     |
|  nde  |   LATIN    |        225 | North Ndebele                                              |     None    |     GAP (ByT5)     |
|  ryu  |    CJK     |        215 | Central Okinawan                                           |     None    |     GAP (ByT5)     |
|  gml  |   LATIN    |        215 | Middle Low German                                          |     None    |     GAP (ByT5)     |
|  ota  |   ARABIC   |        203 | Ottoman Turkish (1500-1928)                                |     None    |     GAP (ByT5)     |
|  pny  |   LATIN    |        203 | Pinyin                                                     |     None    |     GAP (ByT5)     |
|  grc  |   LATIN    |        194 | Ancient Greek (to 1453)                                    |     None    |     GAP (ByT5)     |
|  chv  |   LATIN    |        182 | Chuvash                                                    |     None    |     GAP (ByT5)     |
|  krl  |   LATIN    |        180 | Karelian                                                   |     None    |     GAP (ByT5)     |
|  acm  |   ARABIC   |        175 | Mesopotamian Arabic                                        |     None    |     GAP (ByT5)     |
|  nup  |   LATIN    |        175 | Nupe-Nupe-Tako                                             |     None    |     GAP (ByT5)     |
|  cre  |   OTHER    |        175 | Cree                                                       |     None    |     GAP (ByT5)     |
|  und  |  CYRILLIC  |        174 | Undetermined                                               |     None    |  NEEDS_DETECTION   |
|  fin  |  CYRILLIC  |        171 | Finnish                                                    |     None    |     GAP (ByT5)     |
|  jut  |   LATIN    |        171 | Jutish                                                     |     None    |     GAP (ByT5)     |
|  spa  |   OTHER    |        171 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  und  | DEVANAGARI |        166 | Undetermined                                               |     None    |  NEEDS_DETECTION   |
|  arz  |   LATIN    |        166 | Egyptian Arabic                                            |     None    |     GAP (ByT5)     |
|  bug  |   OTHER    |        163 | Buginese                                                   |     None    |     GAP (ByT5)     |
|  guw  |   LATIN    |        159 | Gun                                                        |     None    |     GAP (ByT5)     |
|  fra  |   ARABIC   |        158 | French                                                     |     None    |     GAP (ByT5)     |
|  ron  |  CYRILLIC  |        156 | Romanian                                                   |     None    |     GAP (ByT5)     |
|  mul  |   OTHER    |        156 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  sjd  |  CYRILLIC  |        155 | Kildin Sami                                                |     None    |     GAP (ByT5)     |
|  nys  |   LATIN    |        149 | Nyungar                                                    |     None    |     GAP (ByT5)     |
|  luz  |   LATIN    |        142 | Southern Luri                                              |     None    |     GAP (ByT5)     |
|  lzh  |   LATIN    |        142 | Literary Chinese                                           |     None    |     GAP (ByT5)     |
|  rmf  |   LATIN    |        142 | Kalo Finnish Romani                                        |     None    |     GAP (ByT5)     |
|  kea  |   LATIN    |        140 | Kabuverdianu                                               |     None    |     GAP (ByT5)     |
|  nld  |   OTHER    |        140 | Dutch                                                      |     None    |     GAP (ByT5)     |
|  guc  |   LATIN    |        139 | Wayuu                                                      |     None    |     GAP (ByT5)     |
|  hun  |   ARABIC   |        136 | Hungarian                                                  |     None    |     GAP (ByT5)     |
|  kri  |   LATIN    |        136 | Krio                                                       |     None    |     GAP (ByT5)     |
|  gmh  |   LATIN    |        131 | Middle High German (ca. 1050-1500)                         |     None    |     GAP (ByT5)     |
|  hun  |  CYRILLIC  |        128 | Hungarian                                                  |     None    |     GAP (ByT5)     |
|  bgn  |   ARABIC   |        123 | Western Balochi                                            |     None    |     GAP (ByT5)     |
|  pol  |  CYRILLIC  |        120 | Polish                                                     |     None    |     GAP (ByT5)     |
|  amh  |   LATIN    |        120 | Amharic                                                    |     None    |     GAP (ByT5)     |
|  cym  |   OTHER    |        116 | Welsh                                                      |     None    |     GAP (ByT5)     |
|  oss  |   LATIN    |        115 | Ossetian                                                   |     None    |     GAP (ByT5)     |
|  tir  |   LATIN    |        114 | Tigrinya                                                   |     None    |     GAP (ByT5)     |
|  lav  |  CYRILLIC  |        113 | Latvian                                                    |     None    |     GAP (ByT5)     |
|  fra  |   GREEK    |        110 | French                                                     |     None    |     GAP (ByT5)     |
|  srp  |   ARABIC   |        108 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  ale  |   LATIN    |        108 | Aleut                                                      |     None    |     GAP (ByT5)     |
|  sah  |   LATIN    |        108 | Yakut                                                      |     None    |     GAP (ByT5)     |
|  deu  |    CJK     |        107 | German                                                     |     None    |     GAP (ByT5)     |
|  xmf  |   LATIN    |        101 | Mingrelian                                                 |     None    |     GAP (ByT5)     |
|  egl  |   LATIN    |         99 | Emilian                                                    |     None    |     GAP (ByT5)     |
|  run  |  CYRILLIC  |         98 | Rundi                                                      |     None    |     GAP (ByT5)     |
|  epo  |  CYRILLIC  |         94 | Esperanto                                                  |     None    |     GAP (ByT5)     |
|  rki  |   OTHER    |         91 | Rakhine                                                    |     None    |     GAP (ByT5)     |
|  slv  |   GREEK    |         90 | Slovenian                                                  |     None    |     GAP (ByT5)     |
|  mkd  |   ARABIC   |         89 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  pnb  |   LATIN    |         88 | Western Panjabi                                            |     None    |     GAP (ByT5)     |
|  slk  |   HANGUL   |         87 | Slovak                                                     |     None    |     GAP (ByT5)     |
|  deu  |   GREEK    |         85 | German                                                     |     None    |     GAP (ByT5)     |
|  bak  |   LATIN    |         85 | Bashkir                                                    |     None    |     GAP (ByT5)     |
|  ban  |   OTHER    |         84 | Balinese                                                   |     None    |     GAP (ByT5)     |
|  rus  |   GREEK    |         83 | Russian                                                    |     None    |     GAP (ByT5)     |
|  nld  |  CYRILLIC  |         82 | Dutch                                                      |     None    |     GAP (ByT5)     |
|  slv  |  CYRILLIC  |         81 | Slovenian                                                  |     None    |     GAP (ByT5)     |
|  wal  |   LATIN    |         77 | Wolaytta                                                   |     None    |     GAP (ByT5)     |
|  cat  |  CYRILLIC  |         74 | Catalan                                                    |     None    |     GAP (ByT5)     |
|  srp  |   GREEK    |         74 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  kaa  |  CYRILLIC  |         73 | Kara-Kalpak                                                |     None    |     GAP (ByT5)     |
|  slv  |   OTHER    |         71 | Slovenian                                                  |     None    |     GAP (ByT5)     |
|  zho  |  KATAKANA  |         69 | Chinese                                                    |     None    |     GAP (ByT5)     |
|  und  |   GREEK    |         67 | Undetermined                                               |     None    |  NEEDS_DETECTION   |
|  eng  |   HEBREW   |         67 | English                                                    |     None    |     GAP (ByT5)     |
|  mul  |   ARABIC   |         66 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  dan  |  CYRILLIC  |         66 | Danish                                                     |     None    |     GAP (ByT5)     |
|  pan  |   LATIN    |         66 | Panjabi                                                    |     None    |     GAP (ByT5)     |
|  slk  |    CJK     |         64 | Slovak                                                     |     None    |     GAP (ByT5)     |
|  spa  |  CYRILLIC  |         64 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  ara  |   OTHER    |         63 | Arabic                                                     |     None    |     GAP (ByT5)     |
|  mdf  |   LATIN    |         62 | Moksha                                                     |     None    |     GAP (ByT5)     |
|  jav  |   OTHER    |         62 | Javanese                                                   |     None    |     GAP (ByT5)     |
|  mkd  |    CJK     |         61 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  ita  |   ARABIC   |         60 | Italian                                                    |     None    |     GAP (ByT5)     |
|  nob  |  CYRILLIC  |         60 | Norwegian Bokmål                                           |     None    |     GAP (ByT5)     |
|  ckb  |   LATIN    |         60 | Central Kurdish                                            |     None    |     GAP (ByT5)     |
|  dzo  |   LATIN    |         60 | Dzongkha                                                   |     None    |     GAP (ByT5)     |
|  gan  |   LATIN    |         60 | Gan Chinese                                                |   gan-Latn  |      EPITRAN       |
|  ryu  |  KATAKANA  |         59 | Central Okinawan                                           |     None    |     GAP (ByT5)     |
|  ita  |   OTHER    |         59 | Italian                                                    |     None    |     GAP (ByT5)     |
|  arc  |   LATIN    |         58 | Official Aramaic (700-300 BCE)                             |     None    |     GAP (ByT5)     |
|  nbl  |   LATIN    |         58 | South Ndebele                                              |     None    |     GAP (ByT5)     |
|  snd  |   LATIN    |         58 | Sindhi                                                     |     None    |     GAP (ByT5)     |
|  xsy  |   LATIN    |         58 | Saisiyat                                                   |     None    |     GAP (ByT5)     |
|  apc  |   ARABIC   |         56 | North Levantine Arabic                                     |     None    |     GAP (ByT5)     |
|  ita  |  CYRILLIC  |         53 | Italian                                                    |     None    |     GAP (ByT5)     |
|  zho  |  CYRILLIC  |         53 | Chinese                                                    |     None    |     GAP (ByT5)     |
|  ava  |   LATIN    |         53 | Avaric                                                     |     None    |     GAP (ByT5)     |
|  ind  |   OTHER    |         53 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  tdd  |   OTHER    |         53 | Tai Nüa                                                    |     None    |     GAP (ByT5)     |
|  nep  |   LATIN    |         52 | Nepali (macrolanguage)                                     |     None    |     GAP (ByT5)     |
|  deu  |   ARABIC   |         51 | German                                                     |     None    |     GAP (ByT5)     |
|  mkd  |   HEBREW   |         51 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  zho  |   OTHER    |         51 | Chinese                                                    |     None    |     GAP (ByT5)     |
|  cat  |    CJK     |         50 | Catalan                                                    |     None    |     GAP (ByT5)     |
|  tig  |   OTHER    |         50 | Tigre                                                      |     None    |     GAP (ByT5)     |
|  ind  |    CJK     |         49 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  azb  |   LATIN    |         49 | South Azerbaijani                                          |     None    |     GAP (ByT5)     |
|  mzn  |   LATIN    |         49 | Mazanderani                                                |     None    |     GAP (ByT5)     |
|  kas  | DEVANAGARI |         48 | Kashmiri                                                   |     None    |     GAP (ByT5)     |
|  ces  |   GREEK    |         48 | Czech                                                      |     None    |     GAP (ByT5)     |
|  srp  |  GEORGIAN  |         47 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  bho  |   LATIN    |         47 | Bhojpuri                                                   |     None    |     GAP (ByT5)     |
|  hyw  |   LATIN    |         47 | Western Armenian                                           |     None    |     GAP (ByT5)     |
|  dan  |   OTHER    |         47 | Danish                                                     |     None    |     GAP (ByT5)     |
|  spa  |    CJK     |         46 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  ary  |   LATIN    |         45 | Moroccan Arabic                                            |     None    |     GAP (ByT5)     |
|  ron  |   OTHER    |         45 | Romanian                                                   |     None    |     GAP (ByT5)     |
|  bxr  |   LATIN    |         44 | Russia Buriat                                              |     None    |     GAP (ByT5)     |
|  mhr  |   LATIN    |         44 | Eastern Mari                                               |     None    |     GAP (ByT5)     |
|  ces  |    CJK     |         43 | Czech                                                      |     None    |     GAP (ByT5)     |
|  eng  | DEVANAGARI |         43 | English                                                    |     None    |     GAP (ByT5)     |
|  kom  |   LATIN    |         43 | Komi                                                       |     None    |     GAP (ByT5)     |
|  rus  |   OTHER    |         43 | Russian                                                    |     None    |     GAP (ByT5)     |
|  lad  |   HEBREW   |         42 | Ladino                                                     |     None    |     GAP (ByT5)     |
|  bpy  |   LATIN    |         42 | Bishnupriya                                                |     None    |     GAP (ByT5)     |
|  shy  |   LATIN    |         42 | Tachawit                                                   |     None    |     GAP (ByT5)     |
|  eus  |   OTHER    |         42 | Basque                                                     |     None    |     GAP (ByT5)     |
|  srp  |   HEBREW   |         41 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  abk  |   LATIN    |         41 | Abkhazian                                                  |     None    |     GAP (ByT5)     |
|  kcg  |   OTHER    |         41 | Tyap                                                       |     None    |     GAP (ByT5)     |
|  ryu  |  HIRAGANA  |         40 | Central Okinawan                                           |     None    |     GAP (ByT5)     |
|  wlx  |   LATIN    |         40 | Wali (Ghana)                                               |     None    |     GAP (ByT5)     |
|  bre  |   OTHER    |         40 | Breton                                                     |     None    |     GAP (ByT5)     |
|  jpn  |   OTHER    |         40 | Japanese                                                   |     None    |     GAP (ByT5)     |
|  rsk  |  CYRILLIC  |         39 | Ruthenian                                                  |     None    |     GAP (ByT5)     |
|  mkd  | DEVANAGARI |         39 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  mrj  |   LATIN    |         39 | Western Mari                                               |     None    |     GAP (ByT5)     |
|  pol  |    CJK     |         38 | Polish                                                     |     None    |     GAP (ByT5)     |
|  tur  |   GREEK    |         38 | Turkish                                                    |     None    |     GAP (ByT5)     |
|  mul  |   HANGUL   |         38 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  ibb  |   LATIN    |         38 | Ibibio                                                     |     None    |     GAP (ByT5)     |
|  kas  |   LATIN    |         38 | Kashmiri                                                   |     None    |     GAP (ByT5)     |
|  crh  |  CYRILLIC  |         37 | Crimean Tatar                                              |     None    |     GAP (ByT5)     |
|  swe  |  CYRILLIC  |         37 | Swedish                                                    |     None    |     GAP (ByT5)     |
|  ben  |   OTHER    |         37 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  kjp  |   OTHER    |         37 | Pwo Eastern Karen                                          |     None    |     GAP (ByT5)     |
|  mkd  |   OTHER    |         37 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  jpn  |  CYRILLIC  |         36 | Japanese                                                   |     None    |     GAP (ByT5)     |
|  mkd  |  KATAKANA  |         36 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  cos  |   OTHER    |         36 | Corsican                                                   |     None    |     GAP (ByT5)     |
|  pli  |   OTHER    |         36 | Pali                                                       |     None    |     GAP (ByT5)     |
|  por  |  CYRILLIC  |         35 | Portuguese                                                 |     None    |     GAP (ByT5)     |
|  eng  |   HANGUL   |         35 | English                                                    |     None    |     GAP (ByT5)     |
|  iii  |   LATIN    |         35 | Sichuan Yi                                                 |     None    |     GAP (ByT5)     |
|  spa  |   ARABIC   |         34 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  krc  |   LATIN    |         34 | Karachay-Balkar                                            |     None    |     GAP (ByT5)     |
|  mdh  |   LATIN    |         34 | Maguindanaon                                               |     None    |     GAP (ByT5)     |
|  udm  |   LATIN    |         34 | Udmurt                                                     |     None    |     GAP (ByT5)     |
|  wls  |   LATIN    |         34 | Wallisian                                                  |     None    |     GAP (ByT5)     |
|  tah  |   OTHER    |         34 | Tahitian                                                   |     None    |     GAP (ByT5)     |
|  lit  |    CJK     |         33 | Lithuanian                                                 |     None    |     GAP (ByT5)     |
|  mul  |  GEORGIAN  |         33 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  mkd  |   GREEK    |         33 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  mul  |   GREEK    |         33 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  mkd  |   HANGUL   |         33 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  anp  |   LATIN    |         33 | Angika                                                     |     None    |     GAP (ByT5)     |
|  lez  |   LATIN    |         33 | Lezghian                                                   |     None    |     GAP (ByT5)     |
|  xal  |   LATIN    |         33 | Kalmyk                                                     |     None    |     GAP (ByT5)     |
|  mkd  |  GEORGIAN  |         32 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  eng  |  KATAKANA  |         32 | English                                                    |     None    |     GAP (ByT5)     |
|  ady  |   LATIN    |         32 | Adyghe                                                     |     None    |     GAP (ByT5)     |
|  koi  |   LATIN    |         32 | Komi-Permyak                                               |     None    |     GAP (ByT5)     |
|  ota  |   LATIN    |         32 | Ottoman Turkish (1500-1928)                                |     None    |     GAP (ByT5)     |
|  nds  |   OTHER    |         32 | Low German                                                 |     None    |     GAP (ByT5)     |
|  pnt  |   LATIN    |         31 | Pontic                                                     |     None    |     GAP (ByT5)     |
|  kir  |   ARABIC   |         30 | Kirghiz                                                    |   kir-Arab  |      EPITRAN       |
|  eng  |  ARMENIAN  |         30 | English                                                    |     None    |     GAP (ByT5)     |
|  cdo  |    CJK     |         30 | Min Dong Chinese                                           |     None    |     GAP (ByT5)     |
|  mul  |   HEBREW   |         30 | Multiple languages                                         |     None    |     GAP (ByT5)     |
|  bdr  |   LATIN    |         30 | West Coast Bajau                                           |     None    |     GAP (ByT5)     |
|  glk  |   LATIN    |         30 | Gilaki                                                     |     None    |     GAP (ByT5)     |
|  kos  |   LATIN    |         30 | Kosraean                                                   |     None    |     GAP (ByT5)     |
|  mai  |   LATIN    |         30 | Maithili                                                   |     None    |     GAP (ByT5)     |
|  meo  |   LATIN    |         30 | Kedah Malay                                                |     None    |     GAP (ByT5)     |
|  inh  |   LATIN    |         28 | Ingush                                                     |     None    |     GAP (ByT5)     |
|  lbe  |   LATIN    |         28 | Lak                                                        |     None    |     GAP (ByT5)     |
|  tcy  |   LATIN    |         28 | Tulu                                                       |     None    |     GAP (ByT5)     |
|  cat  |   OTHER    |         28 | Catalan                                                    |     None    |     GAP (ByT5)     |
|  syc  |   OTHER    |         28 | Classical Syriac                                           |     None    |     GAP (ByT5)     |
|  aze  |  ARMENIAN  |         27 | Azerbaijani                                                |     None    |     GAP (ByT5)     |
|  eng  |  BENGALI   |         27 | English                                                    |     None    |     GAP (ByT5)     |
|  hrv  |  CYRILLIC  |         27 | Croatian                                                   |     None    |     GAP (ByT5)     |
|  shn  |   LATIN    |         27 | Shan                                                       |     None    |     GAP (ByT5)     |
|  hak  |    CJK     |         26 | Hakka Chinese                                              |     None    |     GAP (ByT5)     |
|  rus  |    CJK     |         26 | Russian                                                    |     None    |     GAP (ByT5)     |
|  tur  |  CYRILLIC  |         26 | Turkish                                                    |     None    |     GAP (ByT5)     |
|  ett  |   LATIN    |         26 | Etruscan                                                   |     None    |     GAP (ByT5)     |
|  srq  |   LATIN    |         26 | Sirionó                                                    |     None    |     GAP (ByT5)     |
|  tli  |   LATIN    |         26 | Tlingit                                                    |     None    |     GAP (ByT5)     |
|  tyv  |   LATIN    |         26 | Tuvinian                                                   |     None    |     GAP (ByT5)     |
|  ces  |   OTHER    |         26 | Czech                                                      |     None    |     GAP (ByT5)     |
|  ukr  |   OTHER    |         26 | Ukrainian                                                  |     None    |     GAP (ByT5)     |
|  mkd  |    THAI    |         26 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  gom  |  KANNADA   |         25 | Goan Konkani                                               |     None    |     GAP (ByT5)     |
|  dty  |   LATIN    |         25 | Dotyali                                                    |     None    |     GAP (ByT5)     |
|  lav  |   OTHER    |         25 | Latvian                                                    |     None    |     GAP (ByT5)     |
|  srp  |   OTHER    |         25 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  amh  |   ARABIC   |         24 | Amharic                                                    |     None    |     GAP (ByT5)     |
|  sco  |   ARABIC   |         24 | Scots                                                      |     None    |     GAP (ByT5)     |
|  deu  |   HEBREW   |         24 | German                                                     |     None    |     GAP (ByT5)     |
|  spa  |   HEBREW   |         24 | Spanish                                                    |     None    |     GAP (ByT5)     |
|  arq  |   LATIN    |         24 | Algerian Arabic                                            |     None    |     GAP (ByT5)     |
|  bcc  |   LATIN    |         24 | Southern Balochi                                           |     None    |     GAP (ByT5)     |
|  bqi  |   LATIN    |         24 | Bakhtiari                                                  |     None    |     GAP (ByT5)     |
|  khw  |   LATIN    |         24 | Khowar                                                     |     None    |     GAP (ByT5)     |
|  kiu  |   LATIN    |         24 | Kirmanjki (individual language)                            |     None    |     GAP (ByT5)     |
|  lrc  |   LATIN    |         24 | Northern Luri                                              |     None    |     GAP (ByT5)     |
|  pol  |   OTHER    |         24 | Polish                                                     |     None    |     GAP (ByT5)     |
|  fra  |   HANGUL   |         23 | French                                                     |     None    |     GAP (ByT5)     |
|  nob  |    CJK     |         22 | Norwegian Bokmål                                           |     None    |     GAP (ByT5)     |
|  sgs  |    CJK     |         22 | Samogitian                                                 |     None    |     GAP (ByT5)     |
|  bgn  |   LATIN    |         22 | Western Balochi                                            |     None    |     GAP (ByT5)     |
|  goh  |   LATIN    |         22 | Old High German (ca. 750-1050)                             |     None    |     GAP (ByT5)     |
|  pau  |   LATIN    |         22 | Palauan                                                    |     None    |     GAP (ByT5)     |
|  mkd  |  ARMENIAN  |         21 | Macedonian                                                 |     None    |     GAP (ByT5)     |
|  ind  |  CYRILLIC  |         21 | Indonesian                                                 |     None    |     GAP (ByT5)     |
|  ben  | DEVANAGARI |         21 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  fra  |   HEBREW   |         21 | French                                                     |     None    |     GAP (ByT5)     |
|  awa  |   LATIN    |         21 | Awadhi                                                     |     None    |     GAP (ByT5)     |
|  ike  |   OTHER    |         21 | Eastern Canadian Inuktitut                                 |     None    |     GAP (ByT5)     |
|  kor  |   OTHER    |         21 | Korean                                                     |     None    |     GAP (ByT5)     |
|  hbs  |    CJK     |         20 | Serbo-Croatian                                             |     None    |     GAP (ByT5)     |
|  egy  |   LATIN    |         20 | Egyptian (Ancient)                                         |     None    |     GAP (ByT5)     |
|  nod  |   LATIN    |         20 | Northern Thai                                              |     None    |     GAP (ByT5)     |
|  pox  |   LATIN    |         20 | Polabian                                                   |     None    |     GAP (ByT5)     |
|  stl  |   LATIN    |         20 | Stellingwerfs                                              |     None    |     GAP (ByT5)     |
|  msa  |   OTHER    |         20 | Malay (macrolanguage)                                      |     None    |     GAP (ByT5)     |
|  nod  |   OTHER    |         20 | Northern Thai                                              |     None    |     GAP (ByT5)     |
|  tzm  |   OTHER    |         20 | Central Atlas Tamazight                                    |     None    |     GAP (ByT5)     |
|  eng  |    THAI    |         20 | English                                                    |     None    |     GAP (ByT5)     |
|  vie  |    CJK     |         19 | Vietnamese                                                 |     None    |     GAP (ByT5)     |
|  eng  |  GEORGIAN  |         19 | English                                                    |     None    |     GAP (ByT5)     |
|  ces  |   HEBREW   |         19 | Czech                                                      |     None    |     GAP (ByT5)     |
|  epo  |   HEBREW   |         19 | Esperanto                                                  |     None    |     GAP (ByT5)     |
|  lua  |   LATIN    |         19 | Luba-Lulua                                                 |     None    |     GAP (ByT5)     |
|  mix  |   LATIN    |         19 | Mixtepec Mixtec                                            |     None    |     GAP (ByT5)     |
|  non  |   LATIN    |         19 | Old Norse                                                  |     None    |     GAP (ByT5)     |
|  aar  |   ARABIC   |         18 | Afar                                                       |     None    |     GAP (ByT5)     |
|  ben  |   ARABIC   |         18 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  srp  |  ARMENIAN  |         18 | Serbian                                                    |     None    |     GAP (ByT5)     |
|  ceb  |    CJK     |         18 | Cebuano                                                    |     None    |     GAP (ByT5)     |
|  hye  |  CYRILLIC  |         18 | Armenian                                                   |     None    |     GAP (ByT5)     |
|  hun  |   GREEK    |         18 | Hungarian                                                  |     None    |     GAP (ByT5)     |
|  lki  |   LATIN    |         18 | Laki                                                       |     None    |     GAP (ByT5)     |
|  rwr  |   LATIN    |         18 | Marwari (India)                                            |     None    |     GAP (ByT5)     |
|  sdh  |   LATIN    |         18 | Southern Kurdish                                           |     None    |     GAP (ByT5)     |
|  ses  |   LATIN    |         18 | Koyraboro Senni Songhai                                    |     None    |     GAP (ByT5)     |
|  thv  |   LATIN    |         18 | Tahaggart Tamahaq                                          |     None    |     GAP (ByT5)     |
|  gpe  |   OTHER    |         18 | Ghanaian Pidgin English                                    |     None    |     GAP (ByT5)     |
|  epo  |   OTHER    |         17 | Esperanto                                                  |     None    |     GAP (ByT5)     |
|  glg  |   ARABIC   |         16 | Galician                                                   |     None    |     GAP (ByT5)     |
|  sdh  |   ARABIC   |         16 | Southern Kurdish                                           |     None    |     GAP (ByT5)     |
|  ben  |    CJK     |         16 | Bengali                                                    |     None    |     GAP (ByT5)     |
|  nld  |    CJK     |         16 | Dutch                                                      |     None    |     GAP (ByT5)     |
|  aze  |  CYRILLIC  |         16 | Azerbaijani                                                |   aze-Cyrl  |      EPITRAN       |
|  cym  |  CYRILLIC  |         16 | Welsh                                                      |     None    |     GAP (ByT5)     |
|  nno  |   GREEK    |         16 | Norwegian Nynorsk                                          |     None    |     GAP (ByT5)     |
|  glg  |   OTHER    |         16 | Galician                                                   |     None    |     GAP (ByT5)     |
|  vie  |   OTHER    |         16 | Vietnamese                                                 |     None    |     GAP (ByT5)     |
|  fra  |    THAI    |         16 | French                                                     |     None    |     GAP (ByT5)     |
