
+-------+------------+------------+------------------------------------------------------------+-------------+--------------------+
| ISO-3 |   Script   |      Count | ISO Name                                                   | Epitran Key |       Status       |
|  mul  |   HANGUL   |         38 | Multiple languages                                         |     None    |     UNHANDLED      |
|  ibb  |   LATIN    |         38 | Ibibio                                                     |     None    |     SYMPHONYM      |
|  ben  |   OTHER    |         38 | Bengali                                                    |     None    |     UNHANDLED      |
|  cdo  |    CJK     |         37 | Min Dong Chinese                                           |     None    |     UNHANDLED      |
|  jpn  |  CYRILLIC  |         37 | Japanese                                                   |     None    |     SYMPHONYM      |
|  swe  |  CYRILLIC  |         37 | Swedish                                                    |     None    |     SYMPHONYM      |
|  kor  |  KATAKANA  |         37 | Korean                                                     |     None    |     UNHANDLED      |
|  cim  |   LATIN    |         37 | Cimbrian                                                   |     None    |     SYMPHONYM      |
|  mdh  |   LATIN    |         37 | Maguindanaon                                               |     None    |     SYMPHONYM      |
|  syr  |   LATIN    |         37 | Syriac                                                     |     None    |     SYMPHONYM      |
|  mkd  |   OTHER    |         37 | Macedonian                                                 |     None    |     UNHANDLED      |
|  mkd  |  KATAKANA  |         36 | Macedonian                                                 |     None    |     UNHANDLED      |
|  shn  |   LATIN    |         36 | Shan                                                       |     None    |     SYMPHONYM      |
|  cos  |   OTHER    |         36 | Corsican                                                   |     None    |     UNHANDLED      |
|  pli  |   OTHER    |         36 | Pali                                                       |     None    |     UNHANDLED      |
|  por  |  CYRILLIC  |         35 | Portuguese                                                 |     None    |     SYMPHONYM      |
|  iii  |   LATIN    |         35 | Sichuan Yi                                                 |     None    |     SYMPHONYM      |
|  prk  |   LATIN    |         35 | Parauk                                                     |     None    |     SYMPHONYM      |
|  udm  |   LATIN    |         35 | Udmurt                                                     |     None    |     SYMPHONYM      |
|  spa  |   ARABIC   |         34 | Spanish                                                    |     None    |     SYMPHONYM      |
|  krc  |   LATIN    |         34 | Karachay-Balkar                                            |     None    |     SYMPHONYM      |
|  lez  |   LATIN    |         34 | Lezghian                                                   |     None    |     SYMPHONYM      |
|  wls  |   LATIN    |         34 | Wallisian                                                  |     None    |     SYMPHONYM      |
|  tah  |   OTHER    |         34 | Tahitian                                                   |     None    |     UNHANDLED      |
|  hak  |    CJK     |         33 | Hakka Chinese                                              |     None    |     UNHANDLED      |
|  lit  |    CJK     |         33 | Lithuanian                                                 |     None    |     UNHANDLED      |
|  mul  |  GEORGIAN  |         33 | Multiple languages                                         |     None    |     SYMPHONYM      |
|  mkd  |   GREEK    |         33 | Macedonian                                                 |     None    |     UNHANDLED      |
|  mul  |   GREEK    |         33 | Multiple languages                                         |     None    |     UNHANDLED      |
|  mkd  |   HANGUL   |         33 | Macedonian                                                 |     None    |     UNHANDLED      |
|  anp  |   LATIN    |         33 | Angika                                                     |     None    |     SYMPHONYM      |
|  tfn  |   LATIN    |         33 | Tanaina                                                    |     None    |     SYMPHONYM      |
|  xal  |   LATIN    |         33 | Kalmyk                                                     |     None    |     SYMPHONYM      |
|  cop  |   OTHER    |         33 | Coptic                                                     |     None    |     UNHANDLED      |
|  mkd  |  GEORGIAN  |         32 | Macedonian                                                 |     None    |     SYMPHONYM      |
|  eng  |  KATAKANA  |         32 | English                                                    |     None    |     UNHANDLED      |
|  glk  |   LATIN    |         32 | Gilaki                                                     |     None    |     SYMPHONYM      |
|  koi  |   LATIN    |         32 | Komi-Permyak                                               |     None    |     SYMPHONYM      |
|  mai  |   LATIN    |         32 | Maithili                                                   |     None    |     SYMPHONYM      |
|  meo  |   LATIN    |         32 | Kedah Malay                                                |     None    |     SYMPHONYM      |
|  pnt  |   LATIN    |         32 | Pontic                                                     |     None    |     SYMPHONYM      |
|  cat  |   OTHER    |         32 | Catalan                                                    |     None    |     UNHANDLED      |
|  nds  |   OTHER    |         32 | Low German                                                 |     None    |     UNHANDLED      |
|  eng  |  ARMENIAN  |         31 | English                                                    |     None    |     UNHANDLED      |
|  lil  |   LATIN    |         31 | Lillooet                                                   |     None    |     SYMPHONYM      |
|  eng  |    THAI    |         31 | English                                                    |     None    |     SYMPHONYM      |
|  pan  |   ARABIC   |         30 | Panjabi                                                    |     None    |     SYMPHONYM      |
|  mul  |   HEBREW   |         30 | Multiple languages                                         |     None    |     UNHANDLED      |
|  bdr  |   LATIN    |         30 | West Coast Bajau                                           |     None    |     SYMPHONYM      |
|  ett  |   LATIN    |         30 | Etruscan                                                   |     None    |     SYMPHONYM      |
|  kos  |   LATIN    |         30 | Kosraean                                                   |     None    |     SYMPHONYM      |
|  ood  |   LATIN    |         30 | Tohono O'odham                                             |     None    |     SYMPHONYM      |
|  arq  |   LATIN    |         29 | Algerian Arabic                                            |     None    |     SYMPHONYM      |
|  pot  |   LATIN    |         29 | Potawatomi                                                 |     None    |     SYMPHONYM      |
|  kor  |   OTHER    |         29 | Korean                                                     |     None    |     UNHANDLED      |
|  tzm  |   OTHER    |         29 | Central Atlas Tamazight                                    |     None    |     UNHANDLED      |
|  aze  |  ARMENIAN  |         28 | Azerbaijani                                                |     None    |     UNHANDLED      |
|  eng  |  BENGALI   |         28 | English                                                    |     None    |     SYMPHONYM      |
|  inh  |   LATIN    |         28 | Ingush                                                     |     None    |     SYMPHONYM      |
|  lbe  |   LATIN    |         28 | Lak                                                        |     None    |     SYMPHONYM      |
|  nmu  |   LATIN    |         28 | Northeast Maidu                                            |     None    |     SYMPHONYM      |
|  tcy  |   LATIN    |         28 | Tulu                                                       |     None    |     SYMPHONYM      |
|  srp  |   OTHER    |         28 | Serbian                                                    |     None    |     UNHANDLED      |
|  hrv  |  CYRILLIC  |         27 | Croatian                                                   |     None    |     SYMPHONYM      |
|  tyv  |   LATIN    |         27 | Tuvinian                                                   |     None    |     SYMPHONYM      |
|  rus  |    CJK     |         26 | Russian                                                    |     None    |     UNHANDLED      |
|  tur  |  CYRILLIC  |         26 | Turkish                                                    |     None    |     SYMPHONYM      |
|  bfs  |   LATIN    |         26 | Southern Bai                                               |     None    |     SYMPHONYM      |
|  gym  |   LATIN    |         26 | Ngäbere                                                    |     None    |     SYMPHONYM      |
|  sdh  |   LATIN    |         26 | Southern Kurdish                                           |     None    |     SYMPHONYM      |
|  srq  |   LATIN    |         26 | Sirionó                                                    |     None    |     SYMPHONYM      |
|  ces  |   OTHER    |         26 | Czech                                                      |     None    |     UNHANDLED      |
|  lav  |   OTHER    |         26 | Latvian                                                    |     None    |     UNHANDLED      |
|  mkd  |    THAI    |         26 | Macedonian                                                 |     None    |     SYMPHONYM      |
|  gom  |  KANNADA   |         25 | Goan Konkani                                               |     None    |     SYMPHONYM      |
|  cop  |   LATIN    |         25 | Coptic                                                     |     None    |     SYMPHONYM      |
|  dty  |   LATIN    |         25 | Dotyali                                                    |     None    |     SYMPHONYM      |
|  kiu  |   LATIN    |         25 | Kirmanjki (individual language)                            |     None    |     SYMPHONYM      |
|  nsz  |   LATIN    |         25 | Nisenan                                                    |     None    |     SYMPHONYM      |
|  amh  |   ARABIC   |         24 | Amharic                                                    |     None    |     SYMPHONYM      |
|  sco  |   ARABIC   |         24 | Scots                                                      |     None    |     SYMPHONYM      |
|  deu  |   HEBREW   |         24 | German                                                     |     None    |     UNHANDLED      |
|  spa  |   HEBREW   |         24 | Spanish                                                    |     None    |     UNHANDLED      |
|  bcc  |   LATIN    |         24 | Southern Balochi                                           |     None    |     SYMPHONYM      |
|  bqi  |   LATIN    |         24 | Bakhtiari                                                  |     None    |     SYMPHONYM      |
|  hup  |   LATIN    |         24 | Hupa                                                       |     None    |     SYMPHONYM      |
|  khw  |   LATIN    |         24 | Khowar                                                     |     None    |     SYMPHONYM      |
|  lrc  |   LATIN    |         24 | Northern Luri                                              |     None    |     SYMPHONYM      |
|  tol  |   LATIN    |         24 | Tolowa                                                     |     None    |     SYMPHONYM      |
|  pol  |   OTHER    |         24 | Polish                                                     |     None    |     UNHANDLED      |
|  und  |    CJK     |         23 | Undetermined                                               |     None    |  NEEDS_DETECTION   |
|  eng  |  GEORGIAN  |         23 | English                                                    |     None    |     SYMPHONYM      |
|  fra  |   HANGUL   |         23 | French                                                     |     None    |     UNHANDLED      |
|  hbo  |   HEBREW   |         23 | Ancient Hebrew                                             |     None    |     UNHANDLED      |
|  acf  |   LATIN    |         23 | Saint Lucian Creole French                                 |     None    |     SYMPHONYM      |
|  cmn  |   LATIN    |         23 | Mandarin Chinese                                           |   cmn-Latn  |      EPITRAN       |
|  dih  |   LATIN    |         23 | Kumiai                                                     |     None    |     SYMPHONYM      |
|  ems  |   LATIN    |         23 | Pacific Gulf Yupik                                         |     None    |     SYMPHONYM      |
|  ono  |   LATIN    |         23 | Onondaga                                                   |     None    |     SYMPHONYM      |
|  ike  |   OTHER    |         23 | Eastern Canadian Inuktitut                                 |     None    |     UNHANDLED      |
|  tat  |   ARABIC   |         22 | Tatar                                                      |     None    |     SYMPHONYM      |
|  zho  |   ARABIC   |         22 | Chinese                                                    |     None    |     SYMPHONYM      |
|  nob  |    CJK     |         22 | Norwegian Bokmål                                           |     None    |     UNHANDLED      |
|  sgs  |    CJK     |         22 | Samogitian                                                 |     None    |     UNHANDLED      |
|  ind  |  CYRILLIC  |         22 | Indonesian                                                 |     None    |     SYMPHONYM      |
|  acv  |   LATIN    |         22 | Achumawi                                                   |     None    |     SYMPHONYM      |
|  bgn  |   LATIN    |         22 | Western Balochi                                            |     None    |     SYMPHONYM      |
|  goh  |   LATIN    |         22 | Old High German (ca. 750-1050)                             |     None    |     SYMPHONYM      |
|  pau  |   LATIN    |         22 | Palauan                                                    |     None    |     SYMPHONYM      |
|  pox  |   LATIN    |         22 | Polabian                                                   |     None    |     SYMPHONYM      |
|  msa  |   OTHER    |         22 | Malay (macrolanguage)                                      |     None    |     UNHANDLED      |
|  hno  |   ARABIC   |         21 | Northern Hindko                                            |     None    |     SYMPHONYM      |
|  tur  |   ARABIC   |         21 | Turkish                                                    |     None    |     SYMPHONYM      |
|  mkd  |  ARMENIAN  |         21 | Macedonian                                                 |     None    |     UNHANDLED      |
|  hbs  |    CJK     |         21 | Serbo-Croatian                                             |     None    |     UNHANDLED      |
|  bua  |  CYRILLIC  |         21 | Buriat                                                     |     None    |     SYMPHONYM      |
|  dar  |  CYRILLIC  |         21 | Dargwa                                                     |     None    |     SYMPHONYM      |
|  ben  | DEVANAGARI |         21 | Bengali                                                    |     None    |     SYMPHONYM      |
|  fra  |   HEBREW   |         21 | French                                                     |     None    |     UNHANDLED      |
|  awa  |   LATIN    |         21 | Awadhi                                                     |     None    |     SYMPHONYM      |
|  fro  |   LATIN    |         21 | Old French (842-ca. 1400)                                  |     None    |     SYMPHONYM      |
|  lua  |   LATIN    |         21 | Luba-Lulua                                                 |     None    |     SYMPHONYM      |
|  hye  |  CYRILLIC  |         20 | Armenian                                                   |     None    |     SYMPHONYM      |
|  koy  |   LATIN    |         20 | Koyukon                                                    |     None    |     SYMPHONYM      |
|  nod  |   LATIN    |         20 | Northern Thai                                              |     None    |     SYMPHONYM      |
|  stl  |   LATIN    |         20 | Stellingwerfs                                              |     None    |     SYMPHONYM      |
|  nod  |   OTHER    |         20 | Northern Thai                                              |     None    |     UNHANDLED      |
|  ojs  |   OTHER    |         20 | Severn Ojibwa                                              |     None    |     UNHANDLED      |
|  tha  |   OTHER    |         20 | Thai                                                       |     None    |     UNHANDLED      |
|  vie  |   OTHER    |         20 | Vietnamese                                                 |     None    |     UNHANDLED      |
|  ces  |   HEBREW   |         19 | Czech                                                      |     None    |     UNHANDLED      |
|  epo  |   HEBREW   |         19 | Esperanto                                                  |     None    |     UNHANDLED      |
|  iow  |   LATIN    |         19 | Iowa-Oto                                                   |     None    |     SYMPHONYM      |
|  mix  |   LATIN    |         19 | Mixtepec Mixtec                                            |     None    |     SYMPHONYM      |
|  peo  |   LATIN    |         19 | Old Persian (ca. 600-400 B.C.)                             |     None    |     SYMPHONYM      |
|  grc  |   OTHER    |         19 | Ancient Greek (to 1453)                                    |     None    |     UNHANDLED      |
|  sjo  |   OTHER    |         19 | Xibe                                                       |     None    |     UNHANDLED      |
|  aar  |   ARABIC   |         18 | Afar                                                       |     None    |     SYMPHONYM      |
|  bak  |   ARABIC   |         18 | Bashkir                                                    |     None    |     SYMPHONYM      |
|  ben  |   ARABIC   |         18 | Bengali                                                    |     None    |     SYMPHONYM      |
|  brh  |   ARABIC   |         18 | Brahui                                                     |     None    |     SYMPHONYM      |
|  srp  |  ARMENIAN  |         18 | Serbian                                                    |     None    |     UNHANDLED      |
|  hin  |  BENGALI   |         18 | Hindi                                                      |     None    |     SYMPHONYM      |
|  ceb  |    CJK     |         18 | Cebuano                                                    |     None    |     UNHANDLED      |
|  hun  |   GREEK    |         18 | Hungarian                                                  |     None    |     UNHANDLED      |
|  asb  |   LATIN    |         18 | Assiniboine                                                |     None    |     SYMPHONYM      |
|  clc  |   LATIN    |         18 | Chilcotin                                                  |     None    |     SYMPHONYM      |
|  lki  |   LATIN    |         18 | Laki                                                       |     None    |     SYMPHONYM      |
|  rwr  |   LATIN    |         18 | Marwari (India)                                            |     None    |     SYMPHONYM      |
|  ses  |   LATIN    |         18 | Koyraboro Senni Songhai                                    |     None    |     SYMPHONYM      |
|  gpe  |   OTHER    |         18 | Ghanaian Pidgin English                                    |     None    |     UNHANDLED      |
|  cmn  |    CJK     |         17 | Mandarin Chinese                                           |     None    |     UNHANDLED      |
|  abq  |  CYRILLIC  |         17 | Abaza                                                      |     None    |     SYMPHONYM      |
|  tya  |   LATIN    |         17 | Tauya                                                      |     None    |     SYMPHONYM      |
|  xur  |   LATIN    |         17 | Urartian                                                   |     None    |     SYMPHONYM      |
|  epo  |   OTHER    |         17 | Esperanto                                                  |     None    |     UNHANDLED      |
|  mak  |   OTHER    |         17 | Makasar                                                    |     None    |     UNHANDLED      |
|  shi  |   OTHER    |         17 | Tachelhit                                                  |     None    |     UNHANDLED      |
|  syr  |   OTHER    |         17 | Syriac                                                     |     None    |     UNHANDLED      |
|  bsk  |   ARABIC   |         16 | Burushaski                                                 |     None    |     SYMPHONYM      |
|  glg  |   ARABIC   |         16 | Galician                                                   |     None    |     SYMPHONYM      |
|  ben  |    CJK     |         16 | Bengali                                                    |     None    |     UNHANDLED      |
|  nld  |    CJK     |         16 | Dutch                                                      |     None    |     UNHANDLED      |
|  cym  |  CYRILLIC  |         16 | Welsh                                                      |     None    |     SYMPHONYM      |
|  nno  |   GREEK    |         16 | Norwegian Nynorsk                                          |     None    |     UNHANDLED      |
|  zho  |   HANGUL   |         16 | Chinese                                                    |     None    |     UNHANDLED      |
|  djk  |   LATIN    |         16 | Eastern Maroon Creole                                      |     None    |     SYMPHONYM      |
|  way  |   LATIN    |         16 | Wayana                                                     |     None    |     SYMPHONYM      |
|  bel  |   OTHER    |         16 | Belarusian                                                 |     None    |     UNHANDLED      |
|  glg  |   OTHER    |         16 | Galician                                                   |     None    |     UNHANDLED      |
|  fra  |    THAI    |         16 | French                                                     |     None    |     SYMPHONYM      |
|  khw  |   ARABIC   |         15 | Khowar                                                     |     None    |     SYMPHONYM      |
|  srh  |   ARABIC   |         15 | Sarikoli                                                   |     None    |     SYMPHONYM      |
|  sco  |  CYRILLIC  |         15 | Scots                                                      |     None    |     SYMPHONYM      |
|  epo  |   GREEK    |         15 | Esperanto                                                  |     None    |     UNHANDLED      |
|  ita  |   GREEK    |         15 | Italian                                                    |     None    |     UNHANDLED      |
|  yue  |  HIRAGANA  |         15 | Yue Chinese                                                |     None    |     UNHANDLED      |
|  bci  |   LATIN    |         15 | Baoulé                                                     |     None    |     SYMPHONYM      |
|  inz  |   LATIN    |         15 | Ineseño                                                    |     None    |     SYMPHONYM      |
|  kla  |   LATIN    |         15 | Klamath-Modoc                                              |     None    |     SYMPHONYM      |
|  mnc  |   LATIN    |         15 | Manchu                                                     |     None    |     SYMPHONYM      |
|  mni  |   LATIN    |         15 | Manipuri                                                   |     None    |     SYMPHONYM      |
|  bar  |   OTHER    |         15 | Bavarian                                                   |     None    |     UNHANDLED      |
|  ces  |   ARABIC   |         14 | Czech                                                      |     None    |     SYMPHONYM      |
|  hnd  |   ARABIC   |         14 | Southern Hindko                                            |     None    |     SYMPHONYM      |
|  yue  |   ARABIC   |         14 | Yue Chinese                                                |     None    |     SYMPHONYM      |
|  mkd  |  BENGALI   |         14 | Macedonian                                                 |     None    |     SYMPHONYM      |
|  aar  |    CJK     |         14 | Afar                                                       |     None    |     UNHANDLED      |
|  slv  |    CJK     |         14 | Slovenian                                                  |     None    |     UNHANDLED      |
|  kjh  |  CYRILLIC  |         14 | Khakas                                                     |     None    |     SYMPHONYM      |
|  cat  |   GREEK    |         14 | Catalan                                                    |     None    |     UNHANDLED      |
|  glg  |   GREEK    |         14 | Galician                                                   |     None    |     UNHANDLED      |
|  deu  |   HANGUL   |         14 | German                                                     |     None    |     UNHANDLED      |
|  kau  |   HANGUL   |         14 | Kanuri                                                     |     None    |     UNHANDLED      |
|  zho  |  HIRAGANA  |         14 | Chinese                                                    |     None    |     UNHANDLED      |
|  den  |   LATIN    |         14 | Slave (Athapascan)                                         |     None    |     SYMPHONYM      |
|  git  |   LATIN    |         14 | Gitxsan                                                    |     None    |     SYMPHONYM      |
|  hap  |   LATIN    |         14 | Hupla                                                      |     None    |     SYMPHONYM      |
|  hop  |   LATIN    |         14 | Hopi                                                       |     None    |     SYMPHONYM      |
|  phn  |   LATIN    |         14 | Phoenician                                                 |     None    |     SYMPHONYM      |
|  ryu  |   LATIN    |         14 | Central Okinawan                                           |     None    |     SYMPHONYM      |
|  sac  |   LATIN    |         14 | Meskwaki                                                   |     None    |     SYMPHONYM      |
|  wiy  |   LATIN    |         14 | Wiyot                                                      |     None    |     SYMPHONYM      |
|  ful  |   OTHER    |         14 | Fulah                                                      |     None    |     UNHANDLED      |
|  kab  |   OTHER    |         14 | Kabyle                                                     |     None    |     UNHANDLED      |
|  ltz  |   OTHER    |         14 | Luxembourgish                                              |     None    |     UNHANDLED      |
|  mkd  |   TAMIL    |         14 | Macedonian                                                 |     None    |     SYMPHONYM      |
|  atv  |  CYRILLIC  |         13 | Northern Altai                                             |     None    |     SYMPHONYM      |
|  fra  |  GEORGIAN  |         13 | French                                                     |     None    |     SYMPHONYM      |
|  ara  |   HEBREW   |         13 | Arabic                                                     |     None    |     UNHANDLED      |
|  sco  |   HEBREW   |         13 | Scots                                                      |     None    |     UNHANDLED      |
|  aht  |   LATIN    |         13 | Ahtena                                                     |     None    |     SYMPHONYM      |
|  dru  |   LATIN    |         13 | Rukai                                                      |     None    |     SYMPHONYM      |
|  mfa  |   LATIN    |         13 | Pattani Malay                                              |     None    |     SYMPHONYM      |
|  moe  |   LATIN    |         13 | Innu                                                       |     None    |     SYMPHONYM      |
|  nci  |   LATIN    |         13 | Classical Nahuatl                                          |     None    |     SYMPHONYM      |
|  rap  |   LATIN    |         13 | Rapanui                                                    |     None    |     SYMPHONYM      |
|  rom  |   LATIN    |         13 | Romany                                                     |     None    |     SYMPHONYM      |
|  thp  |   LATIN    |         13 | Thompson                                                   |     None    |     SYMPHONYM      |
|  bho  |   OTHER    |         13 | Bhojpuri                                                   |     None    |     UNHANDLED      |
|  fas  |   OTHER    |         13 | Persian                                                    |     None    |     UNHANDLED      |
|  heb  |   OTHER    |         13 | Hebrew                                                     |     None    |     UNHANDLED      |
|  jbn  |   OTHER    |         13 | Nafusi                                                     |     None    |     UNHANDLED      |
|  kaz  |   OTHER    |         13 | Kazakh                                                     |     None    |     UNHANDLED      |
|  nob  |   OTHER    |         13 | Norwegian Bokmål                                           |     None    |     UNHANDLED      |
|  cat  |   ARABIC   |         12 | Catalan                                                    |     None    |     SYMPHONYM      |
|  deu  |  ARMENIAN  |         12 | German                                                     |     None    |     UNHANDLED      |
|  gag  |  CYRILLIC  |         12 | Gagauz                                                     |     None    |     SYMPHONYM      |
|  glg  |  CYRILLIC  |         12 | Galician                                                   |     None    |     SYMPHONYM      |
|  sqi  |  CYRILLIC  |         12 | Albanian                                                   |     None    |     SYMPHONYM      |
|  nld  |   GREEK    |         12 | Dutch                                                      |     None    |     UNHANDLED      |
|  ceb  |   HANGUL   |         12 | Cebuano                                                    |     None    |     UNHANDLED      |
|  por  |   HEBREW   |         12 | Portuguese                                                 |     None    |     UNHANDLED      |
|  apw  |   LATIN    |         12 | Western Apache                                             |     None    |     SYMPHONYM      |
|  kut  |   LATIN    |         12 | Kutenai                                                    |     None    |     SYMPHONYM      |
|  kyh  |   LATIN    |         12 | Karok                                                      |     None    |     SYMPHONYM      |
|  shh  |   LATIN    |         12 | Shoshoni                                                   |     None    |     SYMPHONYM      |
|  lat  |   OTHER    |         12 | Latin                                                      |     None    |     UNHANDLED      |
|  heb  |   ARABIC   |         11 | Hebrew                                                     |     None    |     SYMPHONYM      |
|  hun  |   HANGUL   |         11 | Hungarian                                                  |     None    |     UNHANDLED      |
|  ita  |   HEBREW   |         11 | Italian                                                    |     None    |     UNHANDLED      |
|  nld  |   HEBREW   |         11 | Dutch                                                      |     None    |     UNHANDLED      |
|  mul  |  KATAKANA  |         11 | Multiple languages                                         |     None    |     UNHANDLED      |
|  chp  |   LATIN    |         11 | Chipewyan                                                  |     None    |     SYMPHONYM      |
|  kmr  |   LATIN    |         11 | Northern Kurdish                                           |   kmr-Latn  |      EPITRAN       |
|  nqo  |   LATIN    |         11 | N'Ko                                                       |     None    |     SYMPHONYM      |
|  che  |   OTHER    |         11 | Chechen                                                    |     None    |     UNHANDLED      |
|  crk  |   OTHER    |         11 | Plains Cree                                                |     None    |     UNHANDLED      |
|  fin  |   OTHER    |         11 | Finnish                                                    |     None    |     UNHANDLED      |
|  gle  |   OTHER    |         11 | Irish                                                      |     None    |     UNHANDLED      |
|  hin  |   OTHER    |         11 | Hindi                                                      |     None    |     UNHANDLED      |
|  mal  |   OTHER    |         11 | Malayalam                                                  |     None    |     UNHANDLED      |
|  dan  |   ARABIC   |         10 | Danish                                                     |     None    |     SYMPHONYM      |
|  nob  |   ARABIC   |         10 | Norwegian Bokmål                                           |     None    |     SYMPHONYM      |
|  kat  |  ARMENIAN  |         10 | Georgian                                                   |     None    |     UNHANDLED      |
|  tha  |    CJK     |         10 | Thai                                                       |     None    |     UNHANDLED      |
|  zha  |    CJK     |         10 | Zhuang                                                     |     None    |     UNHANDLED      |
|  aba  |  CYRILLIC  |         10 | Abé                                                        |     None    |     SYMPHONYM      |
|  tab  |  CYRILLIC  |         10 | Tabassaran                                                 |     None    |     SYMPHONYM      |
|  srp  | DEVANAGARI |         10 | Serbian                                                    |     None    |     SYMPHONYM      |
|  rus  |  GEORGIAN  |         10 | Russian                                                    |     None    |     SYMPHONYM      |
|  sva  |  GEORGIAN  |         10 | Svan                                                       |     None    |     SYMPHONYM      |
|  hun  |   HEBREW   |         10 | Hungarian                                                  |     None    |     UNHANDLED      |
|  nld  |  KATAKANA  |         10 | Dutch                                                      |     None    |     UNHANDLED      |
|  bpv  |   LATIN    |         10 | Bian Marind                                                |     None    |     SYMPHONYM      |
|  cjy  |   LATIN    |         10 | Jinyu Chinese                                              |   cjy-Latn  |      EPITRAN       |
|  fla  |   LATIN    |         10 | Kalispel-Pend d'Oreille                                    |     None    |     SYMPHONYM      |
|  frs  |   LATIN    |         10 | Eastern Frisian                                            |     None    |     SYMPHONYM      |
|  kac  |   LATIN    |         10 | Kachin                                                     |     None    |     SYMPHONYM      |
|  mfe  |   LATIN    |         10 | Morisyen                                                   |     None    |     SYMPHONYM      |
|  mua  |   LATIN    |         10 | Mundang                                                    |     None    |     SYMPHONYM      |
|  nuk  |   LATIN    |         10 | Nuu-chah-nulth                                             |     None    |     SYMPHONYM      |
|  pjt  |   LATIN    |         10 | Pitjantjatjara                                             |     None    |     SYMPHONYM      |
|  pnw  |   LATIN    |         10 | Banyjima                                                   |     None    |     SYMPHONYM      |
|  wap  |   LATIN    |         10 | Wapishana                                                  |     None    |     SYMPHONYM      |
|  hrv  |   OTHER    |         10 | Croatian                                                   |     None    |     UNHANDLED      |
|  hun  |   OTHER    |         10 | Hungarian                                                  |     None    |     UNHANDLED      |
|  swa  |   OTHER    |         10 | Swahili (macrolanguage)                                    |     None    |     UNHANDLED      |
|  ind  |    THAI    |         10 | Indonesian                                                 |     None    |     SYMPHONYM      |
|  nld  |   ARABIC   |          9 | Dutch                                                      |     None    |     SYMPHONYM      |
|  rus  |   ARABIC   |          9 | Russian                                                    |     None    |     SYMPHONYM      |
|  mul  |  BENGALI   |          9 | Multiple languages                                         |     None    |     SYMPHONYM      |
|  swe  |    CJK     |          9 | Swedish                                                    |     None    |     UNHANDLED      |
|  ell  |  CYRILLIC  |          9 | Modern Greek (1453-)                                       |     None    |     SYMPHONYM      |
|  nog  |  CYRILLIC  |          9 | Nogai                                                      |     None    |     SYMPHONYM      |
|  old  |  CYRILLIC  |          9 | Mochi                                                      |     None    |     SYMPHONYM      |
|  slk  |  CYRILLIC  |          9 | Slovak                                                     |     None    |     SYMPHONYM      |
|  fin  |   GREEK    |          9 | Finnish                                                    |     None    |     UNHANDLED      |
|  zho  |   GREEK    |          9 | Chinese                                                    |     None    |     UNHANDLED      |
|  ron  |   HEBREW   |          9 | Romanian                                                   |     None    |     UNHANDLED      |
|  mkd  |  KANNADA   |          9 | Macedonian                                                 |     None    |     SYMPHONYM      |
|  aaq  |   LATIN    |          9 | Eastern Abnaki                                             |     None    |     SYMPHONYM      |
|  bru  |   LATIN    |          9 | Eastern Bru                                                |     None    |     SYMPHONYM      |
|  cro  |   LATIN    |          9 | Crow                                                       |     None    |     SYMPHONYM      |
|  elx  |   LATIN    |          9 | Elamite                                                    |     None    |     SYMPHONYM      |
|  ikt  |   LATIN    |          9 | Inuinnaqtun                                                |     None    |     SYMPHONYM      |
|  loc  |   LATIN    |          9 | Inonhan                                                    |     None    |     SYMPHONYM      |
|  lut  |   LATIN    |          9 | Lushootseed                                                |     None    |     SYMPHONYM      |
|  mrw  |   LATIN    |          9 | Maranao                                                    |     None    |     SYMPHONYM      |
|  nyb  |   LATIN    |          9 | Nyangbo                                                    |     None    |     SYMPHONYM      |
|  one  |   LATIN    |          9 | Oneida                                                     |     None    |     SYMPHONYM      |
|  tao  |   LATIN    |          9 | Yami                                                       |     None    |     SYMPHONYM      |
|  xbg  |   LATIN    |          9 | Bunganditj                                                 |     None    |     SYMPHONYM      |
|  mkd  | MALAYALAM  |          9 | Macedonian                                                 |     None    |     SYMPHONYM      |
|  ell  |   OTHER    |          9 | Modern Greek (1453-)                                       |     None    |     UNHANDLED      |
|  glv  |   OTHER    |          9 | Manx                                                       |     None    |     UNHANDLED      |
|  slk  |   OTHER    |          9 | Slovak                                                     |     None    |     UNHANDLED      |
|  tgl  |   OTHER    |          9 | Tagalog                                                    |     None    |     UNHANDLED      |
|  nld  |    THAI    |          9 | Dutch                                                      |     None    |     SYMPHONYM      |
|  nno  |   ARABIC   |          8 | Norwegian Nynorsk                                          |     None    |     SYMPHONYM      |
|  slv  |   ARABIC   |          8 | Slovenian                                                  |     None    |     SYMPHONYM      |
|  epo  |  ARMENIAN  |          8 | Esperanto                                                  |     None    |     UNHANDLED      |
|  fra  |  ARMENIAN  |          8 | French                                                     |     None    |     UNHANDLED      |
|  kur  |  ARMENIAN  |          8 | Kurdish                                                    |     None    |     UNHANDLED      |
|  sco  |  ARMENIAN  |          8 | Scots                                                      |     None    |     UNHANDLED      |
|  dan  |    CJK     |          8 | Danish                                                     |     None    |     UNHANDLED      |
|  ara  |  CYRILLIC  |          8 | Arabic                                                     |     None    |     SYMPHONYM      |
|  tuk  |  CYRILLIC  |          8 | Turkmen                                                    |   tuk-Cyrl  |      EPITRAN       |
|  ukr  |  GEORGIAN  |          8 | Ukrainian                                                  |     None    |     SYMPHONYM      |
